1,employee,1,1@brandwatch.com,,TRUE
2,employee,2,2@brandwatch.com,,TRUE
3,employee,3,3@brandwatch.com,,TRUE
3,employee,4,4@brandwatch.com,,TRUE
3,employee,5,5@brandwatch.com,,TRUE
3,employee,6,6@brandwatch.com,,TRUE
3,employee,7,7@brandwatch.com,,TRUE
3,employee,8,8@brandwatch.com,,TRUE
3,employee,9,9@brandwatch.com,,TRUE
3,employee,10,10@brandwatch.com,,TRUE
3,employee,11,11@brandwatch.com,,TRUE
3,employee,12,12@brandwatch.com,,TRUE
3,employee,13,13@brandwatch.com,,TRUE
3,employee,14,14@brandwatch.com,,TRUE
3,employee,15,15@brandwatch.com,,TRUE
3,employee,16,16@brandwatch.com,,TRUE
3,employee,17,17@brandwatch.com,,TRUE
3,employee,18,18@brandwatch.com,,TRUE
3,employee,19,19@brandwatch.com,,TRUE
3,employee,20,20@brandwatch.com,,TRUE
3,employee,21,21@brandwatch.com,,TRUE
3,employee,22,22@brandwatch.com,,TRUE
3,employee,23,23@brandwatch.com,,TRUE
3,employee,24,24@brandwatch.com,,TRUE
3,employee,25,25@brandwatch.com,,TRUE
3,employee,26,26@brandwatch.com,,TRUE
3,employee,27,27@brandwatch.com,,TRUE
3,employee,28,28@brandwatch.com,,TRUE
3,employee,29,29@brandwatch.com,,TRUE
3,employee,30,30@brandwatch.com,,TRUE
3,employee,31,31@brandwatch.com,,TRUE
3,employee,32,32@brandwatch.com,,TRUE
3,employee,33,33@brandwatch.com,,TRUE
3,employee,34,34@brandwatch.com,,TRUE
3,employee,35,35@brandwatch.com,,TRUE
3,employee,36,36@brandwatch.com,,TRUE
3,employee,37,37@brandwatch.com,,TRUE
3,employee,38,38@brandwatch.com,,TRUE
3,employee,39,39@brandwatch.com,,TRUE
3,employee,40,40@brandwatch.com,,TRUE
3,employee,41,41@brandwatch.com,,TRUE
3,employee,42,42@brandwatch.com,,TRUE
3,employee,43,43@brandwatch.com,,TRUE
3,employee,44,44@brandwatch.com,,TRUE
3,employee,45,45@brandwatch.com,,TRUE
3,employee,46,46@brandwatch.com,,TRUE
3,employee,47,47@brandwatch.com,,TRUE
3,employee,48,48@brandwatch.com,,TRUE
3,employee,49,49@brandwatch.com,,TRUE
3,employee,50,50@brandwatch.com,,TRUE
3,employee,51,51@brandwatch.com,,TRUE
3,employee,52,52@brandwatch.com,,TRUE
3,employee,53,53@brandwatch.com,,TRUE
3,employee,54,54@brandwatch.com,,TRUE
3,employee,55,55@brandwatch.com,,TRUE
3,employee,56,56@brandwatch.com,,TRUE
3,employee,57,57@brandwatch.com,,TRUE
3,employee,58,58@brandwatch.com,,TRUE
3,employee,59,59@brandwatch.com,,TRUE
3,employee,60,60@brandwatch.com,,TRUE
3,employee,61,61@brandwatch.com,,TRUE
3,employee,62,62@brandwatch.com,,TRUE
3,employee,63,63@brandwatch.com,,TRUE
3,employee,64,64@brandwatch.com,,TRUE
3,employee,65,65@brandwatch.com,,TRUE
3,employee,66,66@brandwatch.com,,TRUE
3,employee,67,67@brandwatch.com,,TRUE
3,employee,68,68@brandwatch.com,,TRUE
3,employee,69,69@brandwatch.com,,TRUE
3,employee,70,70@brandwatch.com,,TRUE
3,employee,71,71@brandwatch.com,,TRUE
3,employee,72,72@brandwatch.com,,TRUE
3,employee,73,73@brandwatch.com,,TRUE
3,employee,74,74@brandwatch.com,,TRUE
3,employee,75,75@brandwatch.com,,TRUE
3,employee,76,76@brandwatch.com,,TRUE
3,employee,77,77@brandwatch.com,,TRUE
3,employee,78,78@brandwatch.com,,TRUE
3,employee,79,79@brandwatch.com,,TRUE
3,employee,80,80@brandwatch.com,,TRUE
3,employee,81,81@brandwatch.com,,TRUE
3,employee,82,82@brandwatch.com,,TRUE
3,employee,83,83@brandwatch.com,,TRUE
3,employee,84,84@brandwatch.com,,TRUE
3,employee,85,85@brandwatch.com,,TRUE
3,employee,86,86@brandwatch.com,,TRUE
3,employee,87,87@brandwatch.com,,TRUE
3,employee,88,88@brandwatch.com,,TRUE
3,employee,89,89@brandwatch.com,,TRUE
3,employee,90,90@brandwatch.com,,TRUE
3,employee,91,91@brandwatch.com,,TRUE
3,employee,92,92@brandwatch.com,,TRUE
3,employee,93,93@brandwatch.com,,TRUE
3,employee,94,94@brandwatch.com,,TRUE
3,employee,95,95@brandwatch.com,,TRUE
3,employee,96,96@brandwatch.com,,TRUE
3,employee,97,97@brandwatch.com,,TRUE
3,employee,98,98@brandwatch.com,,TRUE
3,employee,99,99@brandwatch.com,,TRUE
